Driver,LapTime,Compound,TyreLife,LapNumber
RUS,0 days 00:01:38.427000,HARD,5.0,18.0
RUS,0 days 00:01:38.512000,HARD,6.0,19.0
RUS,0 days 00:01:38.578000,HARD,7.0,20.0
RUS,0 days 00:01:38.555000,HARD,8.0,21.0
RUS,0 days 00:01:38.438000,HARD,9.0,22.0
RUS,0 days 00:01:38.773000,HARD,10.0,23.0
RUS,0 days 00:01:38.643000,HARD,11.0,24.0
RUS,0 days 00:01:38.487000,HARD,12.0,25.0
RUS,0 days 00:01:38.462000,HARD,13.0,26.0
RUS,0 days 00:01:38.625000,HARD,14.0,27.0
RUS,0 days 00:01:38.448000,HARD,15.0,28.0
RUS,0 days 00:01:38.792000,HARD,16.0,29.0
RUS,0 days 00:01:38.541000,HARD,17.0,30.0
RUS,0 days 00:01:41.035000,HARD,18.0,31.0
RUS,0 days 00:01:58.694000,HARD,1.0,32.0
RUS,0 days 00:01:37.221000,HARD,2.0,33.0
RUS,0 days 00:01:37.311000,HARD,3.0,34.0
RUS,0 days 00:01:37.592000,HARD,4.0,35.0
RUS,0 days 00:01:37.607000,HARD,5.0,36.0
RUS,0 days 00:01:37.822000,HARD,6.0,37.0
RUS,0 days 00:01:37.660000,HARD,7.0,38.0
RUS,0 days 00:01:37.495000,HARD,8.0,39.0
RUS,0 days 00:01:38.085000,HARD,9.0,40.0
RUS,0 days 00:02:06.293000,HARD,10.0,41.0
RUS,0 days 00:01:37.035000,HARD,11.0,42.0
RUS,0 days 00:01:37.480000,HARD,12.0,43.0
RUS,0 days 00:01:37.597000,HARD,13.0,44.0
RUS,0 days 00:01:37.316000,HARD,14.0,45.0
RUS,0 days 00:01:37.571000,HARD,15.0,46.0
RUS,0 days 00:01:37.432000,HARD,16.0,47.0
RUS,0 days 00:01:37.520000,HARD,17.0,48.0
RUS,0 days 00:01:37.718000,HARD,18.0,49.0
RUS,0 days 00:01:37.383000,HARD,19.0,50.0
RUS,0 days 00:01:37.825000,HARD,20.0,51.0
RUS,0 days 00:01:37.589000,HARD,21.0,52.0
RUS,0 days 00:01:37.841000,HARD,22.0,53.0
RUS,0 days 00:01:37.923000,HARD,23.0,54.0
RUS,0 days 00:01:37.860000,HARD,24.0,55.0
RUS,0 days 00:01:37.636000,HARD,25.0,56.0
RUS,0 days 00:01:37.767000,HARD,26.0,57.0
BOT,0 days 00:01:44.154000,SOFT,1.0,1.0
BOT,0 days 00:01:39.956000,SOFT,2.0,2.0
BOT,0 days 00:01:39.397000,SOFT,3.0,3.0
BOT,0 days 00:01:39.823000,SOFT,4.0,4.0
BOT,0 days 00:01:41.033000,SOFT,5.0,5.0
BOT,0 days 00:01:40.265000,SOFT,6.0,6.0
BOT,0 days 00:01:40.564000,SOFT,7.0,7.0
BOT,0 days 00:01:40.387000,SOFT,8.0,8.0
BOT,0 days 00:01:40.275000,SOFT,9.0,9.0
BOT,0 days 00:01:40.676000,SOFT,10.0,10.0
BOT,0 days 00:01:43.269000,SOFT,11.0,11.0
BOT,0 days 00:01:59.450000,HARD,1.0,12.0
BOT,0 days 00:01:38.030000,HARD,2.0,13.0
BOT,0 days 00:01:38.098000,HARD,3.0,14.0
BOT,0 days 00:01:38.851000,HARD,4.0,15.0
BOT,0 days 00:01:38.494000,HARD,5.0,16.0
BOT,0 days 00:01:39.973000,HARD,6.0,17.0
BOT,0 days 00:01:40.240000,HARD,7.0,18.0
BOT,0 days 00:01:39.497000,HARD,8.0,19.0
BOT,0 days 00:01:40.442000,HARD,9.0,20.0
BOT,0 days 00:01:39.355000,HARD,10.0,21.0
BOT,0 days 00:01:39.356000,HARD,11.0,22.0
BOT,0 days 00:01:39.311000,HARD,12.0,23.0
BOT,0 days 00:01:39.427000,HARD,13.0,24.0
BOT,0 days 00:01:39.490000,HARD,14.0,25.0
BOT,0 days 00:01:39.500000,HARD,15.0,26.0
BOT,0 days 00:01:39.287000,HARD,16.0,27.0
BOT,0 days 00:01:39.016000,HARD,17.0,28.0
BOT,0 days 00:01:42.220000,HARD,18.0,29.0
BOT,0 days 00:01:58.886000,HARD,1.0,30.0
BOT,0 days 00:01:37.379000,HARD,2.0,31.0
BOT,0 days 00:01:37.675000,HARD,3.0,32.0
BOT,0 days 00:01:37.775000,HARD,4.0,33.0
BOT,0 days 00:01:37.774000,HARD,5.0,34.0
BOT,0 days 00:01:37.817000,HARD,6.0,35.0
BOT,0 days 00:01:37.827000,HARD,7.0,36.0
BOT,0 days 00:01:37.774000,HARD,8.0,37.0
BOT,0 days 00:01:37.658000,HARD,9.0,38.0
BOT,0 days 00:01:37.784000,HARD,10.0,39.0
BOT,0 days 00:01:50.376000,HARD,11.0,40.0
BOT,0 days 00:01:55.281000,HARD,12.0,41.0
BOT,0 days 00:01:37.736000,HARD,13.0,42.0
BOT,0 days 00:01:37.813000,HARD,14.0,43.0
BOT,0 days 00:01:37.868000,HARD,15.0,44.0
BOT,0 days 00:01:37.688000,HARD,16.0,45.0
BOT,0 days 00:01:37.830000,HARD,17.0,46.0
BOT,0 days 00:01:37.815000,HARD,18.0,47.0
BOT,0 days 00:01:37.500000,HARD,19.0,48.0
BOT,0 days 00:01:37.850000,HARD,20.0,49.0
BOT,0 days 00:01:37.710000,HARD,21.0,50.0
BOT,0 days 00:01:37.816000,HARD,22.0,51.0
BOT,0 days 00:01:37.947000,HARD,23.0,52.0
BOT,0 days 00:01:37.856000,HARD,24.0,53.0
BOT,0 days 00:01:37.738000,HARD,25.0,54.0
BOT,0 days 00:01:37.807000,HARD,26.0,55.0
BOT,0 days 00:01:38.160000,HARD,27.0,56.0
BOT,0 days 00:01:38.407000,HARD,28.0,57.0
PIA,0 days 00:01:48.214000,SOFT,1.0,1.0
PIA,0 days 00:01:40.830000,SOFT,2.0,2.0
PIA,0 days 00:01:40.691000,SOFT,3.0,3.0
PIA,0 days 00:01:40.718000,SOFT,4.0,4.0
PIA,0 days 00:01:40.862000,SOFT,5.0,5.0
PIA,0 days 00:01:41.111000,SOFT,6.0,6.0
PIA,0 days 00:01:41.167000,SOFT,7.0,7.0
PIA,0 days 00:01:41.295000,SOFT,8.0,8.0
PIA,0 days 00:01:41.534000,SOFT,9.0,9.0
PIA,0 days 00:01:41.584000,SOFT,10.0,10.0
PIA,0 days 00:01:41.352000,SOFT,11.0,11.0
PIA,0 days 00:01:41.156000,SOFT,12.0,12.0
PIA,0 days 00:02:02.071000,SOFT,13.0,13.0
